 LaLiga Santander, Real Madrid, Cristiano Ronaldo, Portugal
 Liga Dimayor, Independiente Santa Fe, Joao Rodríguez, Colombia
 EFL Championship, Blackburn Rovers, David Raya, Spain
 Ekstraklasa, Ruch Chorzów, Michał Walski, Poland
 Ekstraklasa, Zagłębie Lubin, Filip Jagiełło, Poland
 Allsvenskan, Falkenbergs FF, Otto Martler, Sweden
 Allsvenskan, Falkenbergs FF, Tobias Karlsson, Sweden
 Domino’s Ligue 2, Red Star FC, Grégoire Lefebvre, France
 Alka Superliga, La Equidad, Cristian Fernándes Mejía, Colombia
 Calcio B, Latina, Michele Rocca, Italy
 Dawry Jameel, Ettifaq FC, Mohammed Al Saiari, Saudi Arabia
 Ekstraklasa, Wisła Płock, Dominik Kun, Poland
 Alka Superliga, Belgrano de Córdoba, Nahuel Luján, Argentina
 Alka Superliga, New England Revolution, Steve Neumann, United States
 Alka Superliga, Pohang Steelers, Park Jun Hui, Korea Republic
 Alka Superliga, Jeju United FC, Kim Gyeong Min, Korea Republic
 K LEAGUE Classic, Incheon United FC, Yun Sang Ho, Korea Republic
 Allsvenskan, Falkenbergs FF, Christoffer Carlsson, Sweden
 Sogaz Russian Football Championship, FC Anzhi Makhachkala, Anvar Gazimagomedov, Russia
 EFL Championship, Barnsley, James Bree, England
 Liga Dimayor, Deportivo Cali, Jeison Ángulo, Colombia
 EFL League One, Sheffield United, Louis Reed, England
 Bundesliga 2, 1. FC Union Berlin, Daniel Mesenhöler, Germany
 Scottish Premiership, Newcastle United, Freddie Woodman, England
 LIGA Bancomer MX, Deportivo Toluca, Jorge Sartiaguin, Mexico
 LIGA Bancomer MX, Club León, Cristian Torres, Mexico
 K LEAGUE Classic, Incheon United FC, Park Dae Han, Korea Republic
 Bundesliga, SV Werder Bremen, Luca-Milan Zander, Germany
 Alka Superliga, Walsall, Josh Ginnelly, England
 Österreichische Fußball-Bundesliga, FK Austria Wien, Tarkan Serbest, Austria
 Alka Superliga, Alanyaspor, Erhan Kartal, Turkey
 Alka Superliga, Jeonnam Dragons, Maurinho, Brazil
 Alka Superliga, Excelsior, Carlo de Reuver, Holland
 Domino’s Ligue 2, Nîmes Olympique, Florian Fabre, France
 Ekstraklasa, Jagiellonia Białystok, Przemyslaw Mystkowski, Poland
 Österreichische Fußball-Bundesliga, SCR Altach, Benedikt Zech, Austria
 Österreichische Fußball-Bundesliga, SCR Altach, Lukas Jäger, Austria
 Primera División, Club Atlético Banfield, Adrían Sporle, Argentina
 Calcio B, La Spezia, Krisztián Tamás, Hungary
 Bundesliga 2, Fortuna Düsseldorf, Marlon Ritter, Germany
 Bundesliga 2, Hannover 96, Timo Königsmann, Germany
 Österreichische Fußball-Bundesliga, SK Sturm Graz, Sandi Lovric, Austria
 Bundesliga, FC Schalke 04, Alexander Nübel, Germany
 EFL League Two, Grimsby Town, Brandon Comley, Montserrat
 Premier League, Manchester City, Cameron Humphreys-Grant, England
 Ligue 1, Olympique de Marseille, Jérémie Porsan-Clemente, France
 Österreichische Fußball-Bundesliga, FC Admira Wacker Mödling, Fabio Strauss, Austria
 Tippeligaen, Lillestrøm SK, Jørgen Kolstad, Norway
 Bundesliga 2, 1. FC Kaiserslautern, Michael Schindele, Germany
 Calcio B, Vercelli, Mattia Bani, Italy
 Liga Dimayor, Fortaleza CEIF, Ferney Otero, Colombia
 LIGA Bancomer MX, Santos Laguna, Ulises Rivas, Mexico
 Alka Superliga, Aston Villa, Jerell Sellars, England
 LIGA Bancomer MX, Deportivo Toluca, Aldo Benítez, Mexico
 Domino’s Ligue 2, Racing Club de Lens, Valentin Belon, France
 Calcio B, Pisa, Massimiliano Gatto, Italy
 Calcio B, Chiavari, Francesco Belli, Italy
 Eredivisie, N.E.C., Segun Owobowale, Holland
 Hyundai A-League, Central Coast Mariners, Liam Rose, Australia
 Campeonato Scotiabank, San Luis de Quillota, John Santander, Chile
 Alka Superliga, FC Nordsjælland, Divine Naah, Ghana
 Belgium Pro League, Perugia, Pierre Desire Zebli, Côte d'Ivoire
 EFL League One, Sunderland, Tom Beadling, England
 Sogaz Russian Football Championship, CSKA Moscow, Astemir Gordyushenko, Russia
 Liga Dimayor, Deportes Tolima, Omar Albornoz, Colombia
 Sogaz Russian Football Championship, Spartak Moscow, Artem Samsonov, Russia
 Calcio B, Bari, Stefano Gori, Italy
 Bundesliga 2, 1. FC Nürnberg, Cedric Teuchert, Germany
 Alka Superliga, Monarcas Morelia, Oscar Hernández, Mexico
 Dawry Jameel, Al Shabab, Hamad Al Jayzani, Saudi Arabia
 Bundesliga, FC Schalke 04, Thilo Kehrer, Germany
 Primera División, San Martín, Nicolás Pelaitay, Argentina
 Primera División, Club Atlético Temperley, Adrián Arregui, Argentina
 Liga Dimayor, Boyacá Chicó FC, José Quiñones, Colombia
 Alka Superliga, Fenerbahçe SK, Caner Koca, Turkey
 EFL Championship, Newport County, Reece Grego-Cox, Republic of Ireland
 Major League Soccer, Tiburones Rojos de Veracruz, Sebastian Saucedo, United States
 Ligue 1, Stade Rennais FC, Edvinas Gertmonas, Lithuania
 Primera División, Club Atlético Sarmiento, Renzo Spinaci, Argentina
 Österreichische Fußball-Bundesliga, 1. FC Heidenheim 1846, David Atanga, Ghana
 Alka Superliga, Toronto FC, Clément Simonin, France
 EFL League One, Bury, Tom Walker, England
 Alka Superliga, FC Admira Wacker Mödling, Markus Blutsch, Austria
 Alka Superliga, Atlético de Rafaela, Mariano Puch, Argentina
 Alka Superliga, ESTAC Troyes, Deniz Hümmet, Turkey
 Major League Soccer, Orlando City Soccer Club, Earl Edwards Jr., United States
 Ekstraklasa, Piast Gliwice, Dobrivoj Rusov, Slovakia
 Raiffeisen Super League, FC St. Gallen, Roy Gelmi, Switzerland
 Alka Superliga, FK Bodø/Glimt, Alexander Jakobsen, Egypt
 K LEAGUE Classic, Jeju United FC, Bae Jae Woo, Korea Republic
 K LEAGUE Classic, Seongnam FC, Lee Tae Hee, Korea Republic
 Alka Superliga, Newcastle United, Daniel Barlaser, Turkey
 EFL League One, Watford, Michael Folivi, England
 Allsvenskan, Jönköpings Södra IF, Stian Semb Aasmundsen, Norway
 Allsvenskan, Falkenbergs FF, Thomas Juel-Nielsen, Denmark
 Belgium Pro League, KV Mechelen, Randall Leal, Costa Rica
 Bundesliga, VfL Wolfsburg, Ismail Azzaoui, Belgium
 Sogaz Russian Football Championship, FC Ural, Sergey Serchenkov, Russia
 Primera División, River Plate, Leandro Vega, Argentina
 EFL League One, Bradford City, Josh Cullen, Republic of Ireland
 Major League Soccer, Seattle Sounders FC, Oniel Fisher, Jamaica
 Tippeligaen, IK Start, Alex De John, United States
 Sogaz Russian Football Championship, FC Anzhi Makhachkala, Yuriy Shafinskiy, Russia
 Alka Superliga, Crewe Alexandra, Liam Smith, England
 EFL Championship, Coventry City, Jamie Sterry, England
 Domino’s Ligue 2, Clermont Foot 63, Mamadou Thiam, Senegal
 EFL League Two, Mansfield Town, Kyle Howkins, England
 K LEAGUE Classic, Suwon FC, Lee In Soo, Korea Republic
 Dawry Jameel, Al Qadisiyah, Mohammed Khubrani, Saudi Arabia
 Dawry Jameel, Al Taawoun, Abdullah Kano, Saudi Arabia
 Campeonato Scotiabank, CD Universidad de Concepción, Felipe Fritz, Chile
 Ekstraklasa, Pogoń Szczecin, Robert Obst, Poland
 Eredivisie, FC Utrecht, Jelle de Lange, Holland
 Domino’s Ligue 2, AJ Auxerre, Kenji-Van Boto, France
 Dawry Jameel, Al Qadisiyah, Mazen Abu Shararah, Saudi Arabia
 Belgium Pro League, Sint-Truidense VV, Alexis De Sart, Belgium
 EFL League One, Oxford United, Tyler Roberts, Wales
 Domino’s Ligue 2, Chamois Niortais Football Club, Daouda Bassock, Cameroon
 Hyundai A-League, Central Coast Mariners, Jake McGing, Australia
 Belgium Pro League, Waasland-Beveren, Maximiliano Caufriez, Belgium
 Eredivisie, PEC Zwolle, Josef Kvída, Czech Republic
 Eredivisie, AZ, Jeremy Helmer, Holland
 Campeonato Scotiabank, CD Cobresal, Eduardo Otárola, Chile
 Scottish Premiership, Dundee FC, Kevin Holt, Scotland
 Bundesliga 2, 1. FC Heidenheim 1846, Tim Skarke, Germany
 Eredivisie, ADO Den Haag, Rody de Boer, Holland
 Bundesliga 2, VfB Stuttgart, Mart Ristl, Germany
 Eredivisie, SC Heerenveen, Rannick Schoop, Curaçao
 Liga NOS, Rio Ave FC, João Novais, Portugal
 Eredivisie, SC Heerenveen, Stefan Gartenmann, Denmark
 Österreichische Fußball-Bundesliga, SV Mattersburg, Alexander Ibser, Austria
 Campeonato Scotiabank, Audax Italiano, René Meléndez, Chile
 Primera División, Unión de Santa Fe, Jonathan Fleita, Argentina
 Scottish Premiership, Hamilton Academical FC, Gramoz Kurtaj, Kosovo
 Bundesliga 2, 1. FC Heidenheim 1846, Robin Tim Becker, Germany
 Campeonato Scotiabank, Colo-Colo, Gabriel Suazo, Chile
 Österreichische Fußball-Bundesliga, SK Sturm Graz, Christian Schoissengeyr, Austria
 Liga NOS, Chaves, Hamdou Elhouni, Libya
 Raiffeisen Super League, FC Lugano, Jonathan Sabbatini, Italy
 Domino’s Ligue 2, Tours Football Club, Mohamed Labib Maouche, France
 Bundesliga, FC Schalke 04, Felix Schröter, Germany
 Alka Superliga, La Spezia, Iacopo Galli, Italy
 Alka Superliga, Alianza Petrolera, Jhon Vásquez, Colombia
 EFL League One, Bristol Rovers, Jake Clarke-Salter, England
 EFL League One, Gillingham, Joe Quigley, England
 Premier League, Charlton Athletic, Ademola Lookman, England
 Calcio A, Sassuolo, Cristian Dell'Orco, Italy
 Calcio B, Avellino, Boris Radunović, Serbia
 Bundesliga 2, SG Dynamo Dresden, Marcel Hilßner, Germany
 Bundesliga, FC Bayern München, Fabian Benko, Germany
 Ligue 1, FC Nantes, Alexis Alégué, Cameroon
 Liga Dimayor, Atlético Huila, Manuel Berrío, Colombia
 Premier League, West Bromwich Albion, Kyle Edwards, England
 Eredivisie, Sparta Rotterdam, Michael Verrips, Holland
 Campeonato Scotiabank, Santiago Wanderers, Adrián Cuadra, Chile
 Allsvenskan, Örebro SK, Michael Omoh, Nigeria
 Alka Superliga, Östersunds FK, Andrew Stadler, United States
 Dawry Jameel, Al Ittihad, Motaz Tombakti, Saudi Arabia
 Liga Dimayor, Atlético Bucaramanga, Félix García, Colombia
 Liga Dimayor, Atlético Bucaramanga, Luis Sierra, Colombia
 Liga Dimayor, Rionegro Águilas, Kevin Londoño, Colombia
 Alka Superliga, Sparta Rotterdam, Abdul Bai Kamara, Holland
 Tippeligaen, Viking FK, Patrick Pedersen, Denmark
 LaLiga Santander, Atlético Madrid, Roberto Núñez, Spain
 Campeonato Scotiabank, Deportes Iquique, Hernán Lópes, Argentina
 Ekstraklasa, Korona Kielce, Ken Kallaste, Estonia
 Major League Soccer, FC Dallas, Aaron Guillen, Mexico
 Alka Superliga, Sporting Kansas City, Emmanuel Appiah, Ghana
 Major League Soccer, Colorado Rapids, Dennis Castillo, Costa Rica
 Allsvenskan, IFK Göteborg, Patrik Karlsson Lagemyr, Sweden
 Liga Dimayor, Atlético Huila, Roque Caballero, Paraguay
 Tippeligaen, IK Start, Henrik Robstad, Norway
 Allsvenskan, Kalmar FF, Sebastian Starke Hedlund, Sweden
 Campeonato Scotiabank, Universidad de Chile, Nicolás Ramírez, Chile
 Liga Dimayor, La Equidad, Carlos Peralta, Colombia
 Ekstraklasa, Cracovia, Florin Bejan, Romania
 Meiji Yasuda J1 League, Urawa Red Diamonds, Nao Iwadate, Japan
 Meiji Yasuda J1 League, Urawa Red Diamonds, Toshiyuki Takagi, Japan
 Tippeligaen, Viking FK, Usman Sani Sale Hassan, Nigeria
 Meiji Yasuda J1 League, Vegalta Sendai, Shunsuke Motegi, Japan
 Meiji Yasuda J1 League, Kashiwa Reysol, Jiro Kamata, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Ryo Hatsuse, Japan
 Bundesliga, SV Darmstadt 98, Leon Guwara, Germany
 Alka Superliga, Newcastle United, Liam Gibson, England
 Alka Superliga, Patriotas Boyacá FC, Brayan Montaño, Colombia
 Meiji Yasuda J1 League, Sagan Tosu, Akito Fukuta, Japan
 Alka Superliga, Sagan Tosu, Shohei Okada, Japan
 Meiji Yasuda J1 League, Júbilo Iwata, Yoshiaki Ota, Japan
 EFL Championship, Chelsea, Fikayo Tomori, England
 Alka Superliga, CF Os Belenenses, Gonçalo Tavares, Portugal
 Meiji Yasuda J1 League, Omiya Ardija, Shigeru Yokotani, Japan
 Meiji Yasuda J1 League, Júbilo Iwata, Kazuki Saito, Japan
 Meiji Yasuda J1 League, F.C. Tokyo, Yohei Hayashi, Japan
 Meiji Yasuda J1 League, F.C. Tokyo, Kento Hashimoto, Japan
 Alka Superliga, Kashima Antlers, Masatoshi Kushibiki, Japan
 Meiji Yasuda J1 League, Avispa Fukuoka, Danilson, Colombia
 Meiji Yasuda J1 League, Kashiwa Reysol, Yusuke Kobayashi, Japan
 Meiji Yasuda J1 League, Ventforet Kofu, Masaru Matsuhashi, Japan
 Liga Dimayor, Millonarios FC, Alexis Hinestroza, Colombia
 Allsvenskan, Jönköpings Södra IF, Tom Siwe, Sweden
 Eredivisie, Sparta Rotterdam, Sherel Floranus, Curaçao
 Alka Superliga, Kawasaki Frontale, Shun Takagi, Japan
 Meiji Yasuda J1 League, Shonan Bellmare, Yohei Otake, Japan
 Meiji Yasuda J1 League, Shonan Bellmare, Yuta Narawa, Japan
 Bundesliga, Hamburger SV, Mats Köhlert, Germany
 Meiji Yasuda J1 League, Shonan Bellmare, Shuhei Otsuki, Japan
 Alka Superliga, Ulsan Hyundai Horang-i, Célio Santos, Brazil
 Bundesliga 2, Eintracht Braunschweig, Phillip Tietz, Germany
 Alka Superliga, Ipswich Town, Shane McLoughlin, Republic of Ireland
 Alka Superliga, FK Bodø/Glimt, Ruslan Babenko, Ukraine
 K LEAGUE Classic, Jeju United FC, Gwon Han Jin, Korea Republic
 Campeonato Scotiabank, Universidad de Chile, Bruno Miranda, Bolivia
 Sogaz Russian Football Championship, FC Ural, Rezo Gavtadze, Georgia
 K LEAGUE Classic, Incheon United FC, Song Si Woo, Korea Republic
 Eredivisie, Vitesse, Thomas Oude Kotte, Holland
 Primera División, Quilmes Atlético Club, Nicolás Benegas, Argentina
 Belgium Pro League, KAS Eupen, Odeni George, Nigeria
 Belgium Pro League, KAS Eupen, Babacar Niasse, Senegal
 K LEAGUE Classic, Seongnam FC, Yeon Je Woon, Korea Republic
 Eredivisie, SC Heerenveen, Jordy Bruijn, Holland
 Süper Lig, Adanaspor, İrfan Can Eğribayat, Turkey
 Bundesliga 2, FC Würzburger Kickers, Dominik Brunnhübner, Germany
 Süper Lig, Adanaspor, Emre Uğur Uruç, Turkey
 Süper Lig, Adanaspor, Yiğitcan Gölboyu, Turkey
 Alka Superliga, Lyngby BK, Lasse Fosgaard, Denmark
 Bundesliga, Hamburger SV, Bakery Jatta, Gambia
 Belgium Pro League, RSC Anderlecht, Idrissa Doumbia, Côte d'Ivoire
 Ekstraklasa, Wisła Płock, Dimitar Iliev, Bulgaria
 South African FL, Kaizer Chiefs, Emmanuel Letlotlo, South Africa
 South African FL, Kaizer Chiefs, Michelle Katsvairo, Zimbabwe
 EFL League One, West Ham United, Toni Martínez, Spain
 Sogaz Russian Football Championship, FC Ufa, Ivan Oblyakov, Russia
 Bundesliga 2, SV Sandhausen, Maximilian Jansen, Germany
 Ekstraklasa, Arka Gdynia, Michał Nalepa, Poland
 Belgium Pro League, RSC Anderlecht, Emmanuel Sowah, Ghana
 Sogaz Russian Football Championship, FC Arsenal Tula, Alexandr Gorbatyuk, Russia
 Belgium Pro League, Waasland-Beveren, Nana Opoku Ampomah, Ghana
 Ekstraklasa, Górnik Łęczna, Slaven Juriša, Croatia
 Alka Superliga, Sparta Rotterdam, Ruggero Mannes, Holland
 Alka Superliga, Sparta Rotterdam, Ragnar Ache, Germany
 Major League Soccer, Orlando City Soccer Club, Mikey Ambrose, United States
 Sogaz Russian Football Championship, Amkar Perm, Mikhail Kostukov, Russia
 Alka Superliga, Çaykur Rizespor, Iyayi Believe Atiemwen, Nigeria
 Dawry Jameel, Al Batin, Sahow Al Mutairi, Saudi Arabia
 Süper Lig, Bursaspor, Muhammed Şengezer, Turkey
 Premier League, Hull City, Ellis Barkworth, England
 Hyundai A-League, Newcastle Jets, Jason Hoffman, Australia
 Scottish Premiership, Heart of Midlothian, Paul Gallacher, Scotland
 EFL League Two, Mansfield Town, Jamie McGuire, England
 Alka Superliga, Trapani, Simone Farelli, Italy
 EFL League Two, Wycombe Wanderers, Marcus Bean, Jamaica
 SSE Airtricity League, Bray Wanderers, Peter Cherrie, Scotland
 Alka Superliga, Silkeborg IF, Frank Hansen, Denmark
 EFL League Two, Grimsby Town, Josh Gowling, England
 EFL League One, Blackpool, Danny Pugh, England
 Alka Superliga, HJK Helsinki, Sebastian Sorsa, Finland
 Alka Superliga, Ruch Chorzów, Piotr Ćwielong, Poland
 Alka Superliga, Lyngby BK, Danilo Arrieta, Denmark
 Allsvenskan, Örebro SK, Patrik Haginge, Sweden
 Alka Superliga, Carlisle United, Russell Penn, England
 EFL League Two, Cheltenham Town, Aaron Downes, Australia
 EFL League One, Bradford City, Tony McMahon, England
 Ekstraklasa, Górnik Łęczna, Przemysław Pitry, Poland
 Major League Soccer, New York Red Bulls, Derrick Etienne Jr., Haiti
 Tippeligaen, Aalesunds FK, Andreas Lie, Norway
 Alka Superliga, Grimsby Town, Luke Summerfield, England
 Alka Superliga, Hartlepool United, Nicky Deverdics, England
 Alka Superliga, Brøndby IF, Mads Toppel, Denmark
 EFL League Two, Newport County, Paul Bignot, England
 Allsvenskan, Falkenbergs FF, Tibor Joza, Sweden
 Alka Superliga, Morecambe, James Jennings, England
 EFL League Two, Newport County, Sean Rigg, England
 Meiji Yasuda J1 League, Yokohama F. Marinos, Sho Ito, Japan
 Alka Superliga, Longford Town, Patrick Flynn, Republic of Ireland
 SSE Airtricity League, St. Patrick's Athletic, Conan Byrne, Republic of Ireland
 Meiji Yasuda J1 League, Shonan Bellmare, Tando Velaphi, Australia
 Allsvenskan, Kalmar FF, Stefan Larsson, Sweden
 Allsvenskan, IFK Göteborg, Erik Dahlin, Sweden
 Alka Superliga, Barnet, Gavin Hoyte, Trinidad and Tobago
 EFL League Two, Crawley Town, Jimmy Smith, England
 SSE Airtricity League, Galway United, Vinny Faherty, Republic of Ireland
 EFL League One, Port Vale, Adam Yates, England
 EFL League Two, Hartlepool United, Carl Magnay, Northern Ireland
 Tippeligaen, Tromsø IL, Christian Landu Landu, Norway
 Domino’s Ligue 2, Red Star FC, Geoffrey Lembet, Central African Republic
 EFL League Two, Crewe Alexandra, Billy Bingham, England
 EFL League Two, Crawley Town, Lewis Young, England
 Alka Superliga, Arka Gdynia, Rashid Yussuff, England
 Calcio B, Pisa, Francesco Di Tacchio, Italy
 Meiji Yasuda J1 League, Vegalta Sendai, Takuya Nozawa, Japan
 Meiji Yasuda J1 League, Nagoya Grampus, Yoshizumi Ogawa, Japan
 Alka Superliga, Incheon United FC, Song Je Heon, Korea Republic
 K LEAGUE Classic, Suwon FC, Hwang Jae Hun, Korea Republic
 Alka Superliga, Jeju United FC, Chun Tae Hyun, Korea Republic
 EFL League Two, Crawley Town, Josh Payne, England
 Alka Superliga, Jönköpings Södra IF, Damir Mehic, Sweden
 Raiffeisen Super League, FC Vaduz, Thomas Konrad, Germany
 EFL League Two, Luton Town, Olly Lee, England
 EFL League One, Bristol Rovers, Cristian Montano, Colombia
 Meiji Yasuda J1 League, Nagoya Grampus, Kisho Yano, Japan
 Dawry Jameel, Al Batin, Mansour Al Naji, Saudi Arabia
 Alka Superliga, Viborg FF, Mathias Wichmann, Denmark
 Scottish Premiership, Aberdeen, Jayden Stockley, England
 EFL League One, Hartlepool United, Aristote Nsiala, Congo DR
 EFL Championship, Cardiff City, Kadeem Harris, England
 Alka Superliga, F.C. Tokyo, Naotake Hanyu, Japan
 Premier League, West Ham United, Raphael Spiegel, Switzerland
 SSE Airtricity League, Bray Wanderers, Ryan Brennan, Republic of Ireland
 K LEAGUE Classic, Seongnam FC, Jang Suk Won, Korea Republic
 EFL League Two, Cheltenham Town, Harry Pell, England
 EFL League One, Northampton Town, Rod McDonald, England
 Scottish Premiership, Motherwell, Ben Heneghan, England
 Alka Superliga, Central Coast Mariners, Brad McDonald, Papua New Guinea
 Süper Lig, Kardemir Karabükspor, Aykut Özer, Turkey
 Alka Superliga, AC Horsens, Mathias Nielsen, Denmark
 Alka Superliga, Sporting Kansas City, Jon Kempin, United States
 Calcio B, Benevento, Nikola Jakimovski, FYR Macedonia
 EFL League Two, Plymouth Argyle, Jordan Slew, England
 EFL League Two, Cambridge United, Ben Williamson, England
 SSE Airtricity League, Cork City, Steven Beattie, Republic of Ireland
 EFL League One, Chesterfield, Lloyd Allinson, England
 EFL League One, Oldham Athletic, Chris Kettings, Scotland
 K LEAGUE Classic, Suwon FC, Kim Jong Gook, Korea Republic
 Österreichische Fußball-Bundesliga, FK Austria Wien, Petar Filipovic, Croatia
 Hyundai A-League, Adelaide United, Jesse Makarounas, Australia
 EFL League Two, Crewe Alexandra, Oliver Turton, England
 Süper Lig, Antalyaspor, Anıl Koç, Belgium
 EFL League One, Port Vale, Anton Forrester, England
 EFL League Two, Wycombe Wanderers, Jamal Blackman, England
 Alka Superliga, SønderjyskE, Nicolaj Ritter, Denmark
 LaLiga 1 I 2 I 3, CF Reus, Sillero, Spain
 EFL League Two, Crawley Town, Adi Yussuf, Tanzania
 EFL Championship, Barnsley, Angus MacDonald, England
 EFL League One, Oldham Athletic, Charles Dunne, Republic of Ireland
 Alka Superliga, D.C. United, Andrea Mancini, Italy
 EFL League Two, Accrington Stanley, Shay McCartan, Northern Ireland
